flood_risk_3yr,weather_forecast_risk,aqi_forecast,strike_frequency,avg_weekly_earnings,tenure_weeks,past_claims_count,premium_target
75.68,4.54,62.74,4.39,3450.44,76,10,61.74
10.66,72.97,55.99,4.2,6736.64,23,6,61.72
3.37,82.51,40.99,1.05,7740.62,11,0,41.42
97.5,1.74,24.9,2.59,5673.48,20,0,59.41
43.89,18.21,98.19,0.2,4848.87,70,10,42.3
47.5,9.7,23.13,4.82,6899.99,28,3,59.23
94.89,56.47,6.0,0.16,7693.91,8,4,57.39
50.01,96.57,51.27,0.82,4875.64,77,4,47.79
96.47,25.01,70.79,4.81,4008.4,49,8,63.42
5.14,10.33,24.61,0.44,4446.54,11,11,40.88
21.82,28.53,31.59,3.15,6752.79,44,0,53.77
81.92,55.49,25.38,4.18,4951.83,52,2,62.96
22.76,62.63,58.99,3.12,3438.54,55,4,50.06
91.74,4.31,51.53,3.91,7768.53,75,9,64.23
9.95,59.98,13.82,1.85,6496.89,85,3,41.55
3.68,58.97,97.15,0.58,5349.57,88,10,46.62
73.29,96.65,55.3,2.22,7118.37,9,8,56.8
77.92,49.12,95.38,2.7,7127.92,89,12,61.53
36.68,48.32,11.82,1.74,5962.71,38,0,43.29
43.8,80.35,64.39,4.48,3160.21,53,5,62.58
64.84,84.2,65.11,3.77,5278.25,13,5,63.72
41.62,89.05,34.22,0.26,7787.93,24,7,48.66
23.84,41.15,38.16,2.15,3653.15,100,14,45.2
6.84,6.0,78.73,2.56,3907.6,85,0,42.7
51.26,47.88,99.28,0.73,7286.84,37,11,48.23
32.35,24.62,27.36,1.14,3480.89,29,8,44.93
6.02,46.06,71.9,3.38,7556.73,29,11,55.85
30.52,7.6,61.93,3.15,5759.16,86,13,53.75
42.36,26.45,58.67,2.09,6781.81,26,5,50.81
63.48,2.44,71.07,2.03,4184.11,48,5,50.07
85.01,11.19,98.09,0.77,4388.06,26,11,51.04
75.12,96.48,64.39,4.38,7900.04,97,8,74.56
82.25,56.83,19.13,1.84,3714.19,78,4,50.59
27.08,73.41,41.3,2.8,4064.88,13,0,54.7
17.68,45.46,0.5,0.93,3886.34,42,11,38.28
58.56,72.08,19.18,4.11,7964.89,26,13,62.33
63.66,26.14,14.5,0.65,3864.2,29,5,40.91
85.29,44.71,91.23,3.53,5245.42,12,10,63.13
42.73,50.49,91.17,0.69,6439.47,25,6,45.06
87.44,0.65,83.46,1.15,4440.26,23,9,50.67
30.88,54.49,70.79,4.38,4122.47,47,7,57.63
20.26,74.12,16.53,1.44,5835.24,91,0,43.14
3.57,3.1,8.45,1.55,5848.8,80,0,34.56
26.08,54.06,83.87,0.54,5781.55,47,13,45.49
66.41,59.6,66.21,2.83,7039.81,3,13,63.12
59.02,75.37,82.45,3.56,6779.7,4,3,62.6
60.93,11.47,46.8,1.62,3024.43,49,4,46.68
60.21,32.63,7.98,1.65,4479.19,86,13,45.48
20.47,9.68,66.81,4.02,7826.71,43,3,54.82
97.39,43.18,58.16,0.73,6444.35,8,12,52.2
47.22,32.63,72.09,4.04,7100.1,93,12,61.68
7.53,33.22,74.51,3.57,4577.95,31,7,53.96
61.66,34.08,48.94,3.72,3500.92,40,2,52.01
20.95,44.15,33.23,2.02,6856.84,42,2,42.82
55.23,13.99,40.3,0.96,6810.85,78,7,47.36
87.51,91.75,42.84,2.0,3109.95,81,11,55.71
10.4,64.66,40.54,3.64,3579.49,31,2,56.89
24.37,66.97,67.43,3.21,5771.33,97,8,50.67
32.56,47.59,11.9,2.04,6046.72,77,8,45.81
54.39,36.38,81.84,1.52,5851.63,60,12,50.24
24.57,5.54,42.06,3.02,7985.1,29,9,51.45
20.09,94.54,58.29,4.33,6178.6,99,14,61.48
45.85,48.8,62.04,0.87,7254.76,14,7,50.26
10.19,11.47,46.95,2.05,7143.49,0,8,50.97
77.54,28.57,81.37,0.39,5064.47,28,0,49.45
52.66,30.23,40.93,3.22,3134.92,72,2,51.39
9.27,17.06,8.46,4.08,7804.58,56,4,50.75
50.3,64.27,31.31,0.07,5134.69,95,2,43.37
38.68,57.1,37.31,2.19,6087.47,17,15,52.24
3.05,81.06,33.68,3.77,3926.73,2,13,57.56
95.75,14.66,55.23,1.6,3944.22,36,1,54.12
40.47,88.8,64.57,2.0,3839.89,25,0,48.12
94.41,68.36,88.26,4.35,5414.92,57,0,66.96
2.84,52.7,45.83,3.14,6893.22,98,14,54.24
20.98,65.43,82.76,4.81,5118.87,2,6,66.56
94.35,81.85,55.52,2.5,5842.53,41,4,59.18
32.19,23.31,53.88,3.07,5204.04,11,6,55.35
11.45,38.55,69.41,1.12,4800.48,53,7,41.19
58.1,77.92,75.85,0.05,5472.98,31,0,47.76
37.62,53.64,27.56,4.88,7687.07,39,4,66.28
37.72,47.48,84.16,1.08,6944.84,45,5,48.88
11.51,36.63,7.83,0.66,6342.99,92,1,34.97
63.42,17.99,93.2,2.85,3930.21,30,8,58.39
60.3,32.33,41.89,2.75,5743.45,41,8,53.52
60.02,36.01,89.53,2.79,7646.12,90,6,55.29
15.96,8.63,52.01,3.95,5581.38,69,9,53.1
22.58,44.43,22.04,0.77,7920.54,86,13,45.11
79.42,31.18,25.77,2.77,6563.69,58,2,53.71
60.31,93.82,14.69,4.85,7445.97,51,11,67.25
7.74,11.76,17.22,3.53,6671.01,41,6,43.41
70.74,27.13,41.47,2.43,5013.3,20,2,52.24
61.57,86.57,13.55,1.77,6748.74,87,11,56.71
51.33,38.43,65.82,1.6,3372.17,72,10,49.56
49.96,41.4,16.92,4.31,4729.87,22,11,58.92
12.3,83.44,62.12,0.22,5383.39,103,4,40.79
28.35,81.12,90.41,3.54,7047.02,38,5,60.6
39.87,71.01,4.78,0.69,7750.31,65,8,52.27
78.61,35.08,99.67,3.43,7489.34,83,15,66.73
91.75,44.41,9.54,4.09,6528.47,6,8,66.12
0.64,0.66,61.34,2.42,6046.04,29,0,47.95
64.46,70.83,58.87,4.69,4841.35,24,9,68.03
91.19,77.11,64.87,4.15,7217.23,54,4,67.14
19.87,93.91,46.26,1.36,7466.39,81,9,50.32
9.92,40.22,38.76,0.04,7321.94,21,1,38.24
25.05,64.85,78.9,3.13,7537.19,55,11,53.36
86.5,6.31,50.91,2.06,3448.64,23,4,53.42
35.76,52.43,55.98,2.5,5626.73,92,3,48.7
92.0,35.64,1.75,2.51,6874.2,79,7,54.06
60.26,19.59,49.94,2.76,6462.75,69,14,56.21
56.81,3.45,86.45,0.12,6090.18,34,4,45.46
90.28,17.86,28.6,4.88,4100.56,68,14,65.69
88.79,9.75,61.87,2.16,6563.18,64,6,53.26
7.21,15.33,96.88,2.08,7851.05,64,7,47.59
50.47,78.82,82.18,0.68,3530.91,50,5,47.2
92.37,90.78,38.18,2.67,6043.77,79,15,64.72
27.33,90.1,57.45,2.6,4557.43,40,2,50.75
23.7,22.31,72.05,1.68,7431.3,13,7,50.41
73.42,93.59,87.06,1.92,7159.67,98,3,57.78
8.11,99.99,31.34,0.87,7174.85,94,5,39.53
29.83,47.08,9.44,3.45,5874.89,54,4,45.97
8.81,75.71,12.71,4.67,3298.51,37,3,56.87
54.89,23.59,80.29,4.47,6877.34,103,15,62.24
8.01,7.42,92.2,1.49,4990.49,86,5,37.83
35.05,36.65,97.38,3.21,3719.03,0,1,52.62
35.81,91.92,37.07,3.87,4786.97,8,2,60.6
26.47,22.76,17.06,4.9,4853.02,98,10,56.01
77.53,6.54,87.61,4.71,6152.09,19,7,63.41
86.71,14.06,5.13,1.69,4879.46,76,6,49.21
98.13,84.0,58.23,2.51,4436.39,87,11,65.0
97.85,95.76,54.21,4.04,7076.59,22,1,67.17
20.19,55.37,41.72,3.24,5344.1,44,2,51.32
12.07,5.52,63.01,1.17,5297.94,36,6,41.21
28.49,35.84,11.19,2.7,4559.22,5,10,48.42
64.75,87.25,84.57,4.46,6985.13,25,12,74.53
18.85,85.06,10.26,2.08,6197.08,5,1,48.33
29.03,63.88,14.63,1.13,6985.02,88,15,46.62
16.28,57.91,1.8,0.78,3952.17,100,8,38.53
4.66,1.99,2.55,0.74,5351.37,22,9,39.52
24.96,9.14,69.81,1.76,3253.15,15,14,46.09
2.15,42.82,26.96,4.43,6921.64,42,5,49.72
97.84,98.63,74.4,1.01,7889.99,65,5,59.87
89.72,75.43,36.7,1.38,6928.62,86,0,52.85
89.53,34.78,5.77,1.14,4368.89,21,7,52.61
43.11,56.68,67.02,0.71,5180.37,28,1,52.9
6.1,21.29,40.41,1.2,4702.68,78,1,41.55
63.81,85.09,53.81,1.41,6643.38,4,9,58.25
25.45,69.41,60.66,3.24,5322.82,46,7,52.06
89.56,95.3,27.85,0.39,6325.87,47,14,49.82
20.45,74.85,56.34,2.61,7689.4,44,10,50.19
73.87,42.49,70.44,3.63,5697.19,13,0,62.52
29.33,53.96,57.3,3.55,5326.83,1,12,59.11
49.19,81.54,65.8,3.2,3776.2,29,10,59.01
53.57,54.33,95.97,3.08,3860.25,30,13,62.13
2.63,47.11,71.0,1.47,5091.85,101,14,44.12
26.3,97.75,94.68,1.76,5819.84,38,6,54.26
76.75,94.2,37.13,4.07,4871.95,93,12,66.67
75.58,49.47,44.05,0.2,5102.45,5,5,50.65
82.61,54.42,8.62,1.83,4296.53,30,1,46.46
77.8,57.95,64.79,1.77,7768.98,42,8,59.38
52.92,9.08,8.86,3.75,4729.92,25,13,54.97
24.11,17.37,75.62,2.43,7621.55,31,15,47.49
69.94,21.66,83.37,3.28,5043.86,70,2,58.52
50.37,89.59,46.5,0.69,3902.36,30,9,46.76
46.78,8.76,75.36,0.27,5515.5,103,6,43.97
19.78,93.8,47.29,1.52,4686.36,86,11,49.57
90.35,34.18,93.46,0.87,6889.45,98,7,56.86
50.25,97.85,78.58,2.15,4169.89,22,13,56.03
96.75,42.41,14.42,0.37,5351.08,26,8,51.54
16.38,21.62,40.7,4.92,7484.7,102,8,58.51
44.75,62.14,70.98,0.48,7374.72,69,11,46.79
53.1,10.22,15.67,4.09,7589.64,14,9,57.36
18.52,95.3,63.41,3.91,7446.36,65,8,55.07
82.39,0.85,92.21,3.54,4593.92,59,11,60.36
90.41,20.82,2.92,1.34,5219.73,51,3,48.0
72.33,4.63,5.75,2.35,7795.86,55,4,50.06
74.16,77.72,3.68,1.46,7678.16,42,14,53.68
5.19,31.82,47.5,1.95,4422.14,4,9,48.54
18.28,57.2,14.03,1.09,7984.04,62,10,45.4
39.94,4.12,57.84,1.52,3547.56,30,5,40.7
78.83,80.98,97.88,0.48,3530.56,16,9,52.98
39.38,92.66,58.03,1.19,7804.35,33,13,50.46
53.73,41.33,64.35,4.79,4279.67,72,5,64.22
55.82,55.86,26.32,1.96,7517.87,70,4,48.12
96.0,8.7,20.04,3.77,5737.17,9,14,64.55
28.64,41.75,55.38,1.63,5001.37,83,11,50.13
59.39,89.67,60.04,0.55,7263.62,103,0,44.46
23.85,46.11,54.57,3.6,3510.59,60,14,54.54
38.52,39.94,25.06,0.46,5947.66,27,0,45.79
67.19,49.24,84.61,3.23,3534.09,17,3,61.03
45.76,75.58,45.96,3.2,5682.52,44,9,54.04
0.18,58.66,67.1,0.75,7598.35,23,12,43.63
23.04,69.27,30.13,1.98,4797.39,70,14,47.63
4.32,31.68,73.91,2.56,3875.6,97,3,42.82
23.72,70.82,40.72,2.97,7112.44,68,14,56.29
86.6,76.85,68.13,2.88,3186.41,52,8,60.37
97.18,14.52,97.42,2.63,7966.81,34,6,63.76
51.1,69.61,47.54,1.7,5360.7,102,5,52.01
82.27,40.52,7.91,4.45,3803.3,86,0,58.91
65.85,20.12,87.48,1.03,7007.34,103,7,47.88
49.61,71.05,7.93,4.72,4876.13,33,15,66.97
52.83,38.48,41.01,2.03,4202.18,96,6,50.09
71.42,28.95,52.8,0.35,4873.07,34,4,46.51
46.69,2.02,11.37,4.98,7061.39,91,14,62.07
19.42,86.13,6.63,3.44,4934.24,10,10,56.06
72.88,55.81,54.6,1.09,5578.17,8,10,57.02
4.63,76.55,42.82,0.64,7098.52,11,5,46.88
5.8,15.38,13.26,0.34,7954.01,6,8,35.53
63.44,60.67,36.04,0.91,4523.15,29,3,45.67
82.37,13.18,73.19,0.95,5009.6,40,1,50.02
67.13,43.1,57.69,2.51,5668.24,15,14,58.45
76.51,91.05,6.64,1.52,4099.4,17,5,55.38
39.31,48.92,43.8,4.59,5764.61,51,5,57.2
85.35,15.2,71.98,3.3,4123.15,77,6,61.64
40.26,90.68,3.96,2.98,3074.15,89,15,57.28
88.52,28.31,7.67,4.28,6417.43,1,7,63.85
36.14,40.06,71.59,4.0,5830.44,69,10,64.91
10.39,25.66,43.02,4.68,3125.42,3,1,53.89
78.38,80.89,1.21,2.45,4595.17,75,15,55.41
72.24,31.28,81.49,1.43,5537.78,74,6,49.83
3.92,38.75,60.58,2.24,3755.6,37,3,44.53
5.97,25.95,35.56,4.58,3185.04,47,2,54.77
57.69,37.89,53.14,2.42,4952.66,2,7,55.18
20.6,66.94,84.14,4.23,3501.48,35,11,58.62
62.44,42.92,6.6,3.02,7111.41,64,0,51.16
77.25,31.25,90.8,2.64,4126.11,86,1,57.39
38.07,58.52,88.86,4.93,4794.09,11,10,69.46
49.85,75.15,83.93,3.49,5430.3,29,9,65.07
97.18,56.64,34.56,0.11,6619.73,46,8,53.68
9.65,52.45,91.28,2.84,5484.69,84,9,49.5
55.71,23.77,46.11,2.26,6125.02,2,11,56.33
27.81,53.19,65.15,4.32,4738.76,90,11,55.22
32.24,54.44,31.63,1.16,7197.84,81,8,46.59
28.1,0.3,43.76,1.17,4933.78,80,8,41.49
46.52,39.61,30.83,2.5,3364.86,61,11,54.15
21.63,98.22,7.13,0.06,6118.41,69,15,39.64
21.01,57.15,38.69,4.53,3168.2,15,6,56.65
91.16,40.55,36.03,1.87,4414.98,17,11,52.0
38.76,17.7,6.62,3.49,3478.01,2,10,54.16
15.36,72.47,47.08,2.92,5653.28,46,11,51.01
16.02,30.96,95.03,4.38,7418.58,41,1,59.56
29.4,46.59,64.0,4.91,4174.85,24,7,59.69
44.78,64.16,60.97,4.46,3627.03,100,10,59.39
82.49,39.49,37.27,4.09,5381.41,44,14,60.31
64.03,28.47,36.65,3.22,5209.8,69,14,54.94
94.21,24.35,13.83,3.09,4437.18,96,11,61.52
92.41,31.07,69.57,0.0,5297.85,2,0,45.54
16.27,44.59,25.53,4.57,3421.37,89,11,52.28
16.62,88.41,12.83,4.42,3914.88,34,9,58.76
5.35,60.62,68.88,2.39,4718.52,1,4,53.24
14.24,74.58,66.45,0.73,6537.87,65,11,43.84
89.66,27.83,93.11,0.24,7146.05,19,2,53.45
79.57,89.77,69.86,1.59,6066.74,100,6,59.35
43.48,8.01,25.37,1.39,4594.09,76,4,41.81
27.9,63.39,61.12,2.29,6769.06,88,12,51.99
58.97,1.39,90.72,1.82,4057.35,87,12,51.95
75.85,65.46,21.25,0.53,4599.97,104,10,49.35
73.96,79.84,35.12,4.59,7969.4,44,8,75.0
94.09,91.21,66.77,0.14,6009.5,82,1,52.89
51.53,10.62,47.02,2.31,3808.01,97,15,50.54
89.26,0.57,13.51,2.69,7874.26,102,0,51.66
43.44,83.38,14.17,2.11,6025.83,86,4,52.04
52.95,96.28,32.59,1.79,5844.35,4,8,56.31
92.07,42.55,35.58,2.64,6060.66,24,12,65.6
97.91,19.92,68.52,0.81,4223.03,22,0,51.26
74.68,27.86,98.21,2.7,5630.59,39,11,63.66
60.7,88.54,61.91,1.48,6125.55,86,8,56.17
24.33,53.41,71.82,3.79,5982.14,9,6,56.03
89.79,69.98,95.55,3.14,5615.78,3,13,65.33
16.54,19.06,21.78,0.08,7874.41,61,6,36.37
78.18,85.1,31.66,0.63,7911.4,0,12,54.06
29.68,13.11,38.04,2.64,7369.22,39,1,46.39
61.06,51.36,39.35,4.79,7699.23,3,9,73.39
18.88,65.44,92.86,1.07,6695.06,15,14,51.81
24.16,44.36,2.96,1.95,3545.59,10,12,49.14
19.53,78.77,64.49,4.33,5689.47,90,8,64.32
5.2,91.86,74.82,1.09,3113.71,86,4,39.42
57.85,78.66,22.02,1.76,3824.5,53,14,51.46
3.63,38.09,32.38,3.38,5837.59,95,4,47.65
59.07,45.05,6.12,3.26,5492.45,99,9,58.38
58.38,68.59,78.81,1.62,7681.93,104,1,54.55
6.57,49.82,5.97,1.09,3298.61,39,0,40.5
15.05,35.87,35.17,4.69,5137.47,5,0,53.13
13.63,96.71,73.86,3.71,7381.03,10,10,63.42
77.0,31.55,32.33,2.17,7258.7,6,14,51.67
81.13,70.24,66.13,4.75,4226.17,46,0,65.77
66.12,44.48,54.73,4.55,6317.03,98,6,60.93
70.79,93.88,3.57,4.34,3940.35,5,9,62.21
91.42,32.49,7.34,4.68,3422.3,23,8,64.88
65.23,20.77,9.82,0.61,7986.35,3,13,47.24
75.52,98.65,31.92,0.02,4400.95,104,12,52.39
52.72,40.19,3.78,1.99,3106.98,76,15,49.18
92.52,28.42,71.37,1.08,6902.48,39,15,56.89
52.57,58.05,87.79,2.11,7097.72,3,14,58.59
94.91,39.44,62.35,0.7,5222.72,38,8,50.79
62.02,48.1,59.81,1.57,6810.4,51,6,54.01
95.93,73.19,47.17,4.07,3700.26,92,5,69.98
9.19,0.01,48.27,3.96,5652.2,53,14,50.6
23.81,80.65,13.71,0.95,5363.25,89,0,38.34
42.32,79.44,93.55,1.43,7745.05,35,12,50.1
7.91,18.53,35.52,2.34,4593.0,5,3,46.71
10.3,67.93,87.11,4.93,7485.47,60,11,59.05
65.43,72.8,76.57,4.81,6917.06,2,6,72.9
43.88,92.47,58.85,4.58,6157.96,64,3,63.55
82.78,56.64,7.37,4.82,6445.72,19,7,62.45
2.69,71.5,58.2,3.97,6350.22,99,13,61.5
76.63,11.75,91.48,2.62,3288.71,89,8,54.75
39.23,97.57,72.7,1.79,6388.95,36,6,51.15
67.39,28.75,40.21,2.8,4070.99,37,8,51.34
81.87,6.8,97.01,4.78,4189.42,61,8,72.47
71.05,34.09,19.19,3.83,7513.7,83,1,64.0
62.41,24.82,52.64,3.03,7764.31,67,5,55.65
26.26,74.9,84.42,4.2,7205.06,102,5,65.57
57.27,68.52,96.06,3.59,5420.64,4,6,65.51
53.92,18.96,37.54,4.55,7443.49,95,4,61.58
58.81,95.85,81.12,3.18,6360.39,8,8,65.83
30.72,36.36,21.32,3.95,7855.49,62,3,56.91
96.27,68.51,55.46,0.23,6178.93,58,15,52.47
32.73,61.91,84.29,3.91,5305.75,9,1,58.57
59.46,84.34,87.69,4.57,7914.0,2,11,74.26
83.46,18.03,86.87,4.44,3615.11,42,11,63.08
65.85,11.61,95.24,1.56,5625.51,14,5,50.69
8.21,89.49,87.95,0.14,4334.68,1,0,45.46
64.09,71.6,98.65,4.98,4729.89,48,11,68.1
84.95,43.38,28.94,0.71,6179.1,4,12,51.47
77.45,1.76,13.42,0.49,6471.32,77,3,43.28
42.74,20.68,51.91,0.5,7028.63,18,1,42.85
32.03,8.0,3.3,0.25,5844.83,32,11,35.89
46.33,24.56,68.42,2.48,6902.95,79,11,53.57
61.86,10.67,1.28,1.25,7473.34,52,13,44.81
2.7,96.09,85.53,2.53,7599.46,46,8,54.46
72.61,96.8,35.71,3.61,3101.47,29,12,68.57
53.16,75.32,2.14,1.56,6025.32,9,6,49.75
77.04,77.0,94.69,1.79,5200.97,35,2,57.28
29.22,3.02,79.05,3.24,5837.76,10,0,54.96
57.17,92.19,32.57,1.01,6320.84,75,3,49.74
56.45,81.57,90.16,3.35,6882.2,21,11,63.29
16.81,76.4,34.09,0.57,5878.28,7,8,43.88
43.05,23.92,26.91,3.15,3698.61,39,7,54.03
69.25,7.51,1.43,1.08,5288.77,24,2,44.93
24.3,1.84,30.17,3.28,7458.04,41,11,48.15
27.61,77.36,12.03,4.38,5974.26,78,4,59.7
79.7,29.32,18.48,0.44,5498.32,68,14,51.56
73.56,80.54,90.49,2.0,4291.65,55,6,52.15
90.15,21.79,61.6,2.26,7500.2,6,15,61.43
13.08,49.66,18.96,2.71,3361.93,33,15,48.98
50.5,0.47,87.36,1.92,3299.61,66,9,49.09
29.28,4.22,85.76,1.31,6817.79,57,14,46.59
83.08,71.26,19.22,3.69,5415.74,73,1,58.67
46.27,19.74,7.41,0.83,4404.31,24,8,37.8
48.43,8.01,53.85,3.94,5623.12,104,15,59.26
39.01,57.02,9.29,0.87,4484.92,61,14,46.32
39.26,22.0,7.18,0.98,4619.02,73,3,41.15
67.93,8.36,41.28,0.43,6806.83,17,9,43.0
64.69,20.97,10.14,4.87,6641.8,85,1,62.86
5.86,98.22,35.08,1.31,6464.0,37,12,42.54
59.42,9.74,66.31,3.72,3037.87,101,6,57.57
49.96,38.86,7.82,4.39,7811.61,77,8,61.31
61.57,48.19,54.56,3.89,6388.93,100,12,64.61
82.69,45.78,53.76,1.43,6090.63,97,9,57.32
50.23,70.08,40.04,0.12,5156.55,80,4,42.91
0.6,34.49,98.32,4.69,3820.69,85,2,55.75
75.15,74.55,25.37,2.3,5903.85,9,4,59.95
27.33,2.41,52.65,0.84,6856.08,41,9,41.36
81.55,85.76,74.38,0.48,7258.83,97,2,56.23
79.64,41.1,6.25,2.13,4400.26,59,3,49.66
85.38,83.16,37.62,2.06,4020.09,6,6,57.47
60.22,20.4,31.26,1.02,3744.56,45,12,49.29
13.56,48.13,75.5,3.15,5312.0,16,3,52.25
15.01,74.81,60.11,2.67,6802.12,20,3,55.47
40.03,48.29,3.82,2.64,6259.7,75,5,48.38
22.11,15.05,28.66,2.63,7575.6,12,0,43.91
86.01,48.1,36.6,0.92,3817.21,27,9,55.18
65.89,52.29,18.55,2.83,7006.12,40,3,54.96
79.13,98.85,59.93,2.38,7521.22,84,8,63.39
98.27,31.82,37.78,2.88,6005.24,56,7,60.93
95.7,21.51,9.82,0.89,3003.19,28,15,48.08
47.62,87.58,31.32,1.81,6470.12,53,4,44.79
85.52,70.0,67.55,3.28,6888.93,25,15,68.15
39.8,3.9,19.23,3.65,5958.2,22,1,57.05
94.03,24.05,74.93,0.82,6051.15,97,14,57.67
98.11,5.82,15.66,4.02,6902.84,61,13,59.33
71.17,56.65,77.9,1.66,5887.76,9,2,59.51
61.03,79.16,82.26,4.48,3187.25,91,9,62.87
50.23,85.82,2.08,3.83,7736.13,41,15,63.26
28.3,47.69,54.11,1.11,6705.82,53,13,48.9
24.22,93.87,0.75,4.68,5243.78,41,5,59.84
2.28,65.39,69.86,1.25,6885.64,93,11,44.34
23.02,80.3,7.2,2.76,3374.91,12,3,55.95
57.71,70.95,60.68,0.85,5469.59,66,5,50.22
87.15,3.61,10.58,4.73,5918.2,95,2,61.21
51.85,41.77,39.57,2.49,3204.57,83,0,51.85
57.19,64.1,40.22,3.09,6172.84,33,5,59.45
95.76,90.19,68.34,1.55,5868.0,10,11,64.71
53.7,83.34,42.98,4.33,6959.95,22,11,63.43
92.46,0.66,11.27,0.72,6656.18,94,12,46.98
38.62,83.57,9.79,0.31,6993.03,40,10,40.52
7.36,37.9,85.42,0.8,3272.44,18,9,42.39
44.22,53.38,74.62,2.63,7985.37,39,14,57.48
90.76,80.07,7.87,4.02,4127.56,43,4,61.79
29.59,4.6,62.75,1.42,7148.77,57,11,46.23
75.04,10.53,23.24,0.39,7280.51,5,3,44.19
10.92,57.89,37.96,2.05,7871.09,0,10,50.71
46.0,44.91,60.12,3.93,3150.26,79,4,61.53
6.75,61.59,76.1,2.57,6509.8,54,14,52.97
28.53,24.74,33.23,0.6,3857.56,59,9,40.13
70.74,24.88,14.78,4.83,5789.74,63,8,62.2
62.25,41.4,80.32,4.16,6731.94,55,6,60.13
64.7,53.51,90.94,3.06,6567.14,71,7,61.65
62.53,81.83,92.69,1.5,5048.94,36,6,53.16
18.82,66.66,94.3,2.68,3821.74,20,14,51.48
7.85,67.7,62.48,1.07,6912.02,53,0,46.93
72.13,11.08,11.71,0.54,6610.79,35,6,43.68
36.7,89.64,4.67,3.94,6755.53,58,8,58.29
50.34,45.67,34.06,2.12,4926.95,56,5,50.26
71.93,70.95,43.8,4.04,4707.58,1,7,63.94
94.55,43.87,39.07,2.4,3606.48,30,4,56.73
11.18,24.16,66.34,0.81,7044.94,10,2,46.93
74.18,61.99,64.66,0.84,5724.72,47,0,54.5
72.01,91.14,72.75,3.65,5456.38,3,5,66.14
7.56,4.77,25.83,1.42,7506.29,95,8,36.13
46.73,71.47,62.83,0.3,4816.19,10,7,46.11
1.3,9.04,35.04,3.71,5402.5,54,8,44.62
3.88,96.24,89.0,2.95,5433.27,2,11,58.54
70.12,53.9,38.54,2.53,4923.5,74,11,57.57
78.58,46.16,39.14,1.53,4074.82,94,3,51.24
67.76,68.33,70.62,1.1,4256.88,58,0,52.32
36.45,46.48,46.91,1.42,3309.95,71,4,46.03
3.29,59.43,42.73,0.47,5413.1,97,14,41.45
71.15,29.1,69.12,3.83,4073.85,6,4,63.96
81.2,3.0,14.7,3.23,7867.44,42,14,60.59
16.91,33.69,53.28,0.62,5963.56,92,6,33.27
25.29,84.17,90.51,1.35,4180.46,71,15,51.79
14.23,62.68,29.51,4.45,4418.94,17,1,54.6
22.8,73.05,96.12,2.78,4155.99,68,8,53.75
5.15,94.33,1.07,4.2,5216.12,75,9,53.32
4.42,4.76,12.58,1.76,5764.24,61,1,41.55
25.43,30.86,10.69,3.53,5770.08,7,7,57.97
74.45,54.37,85.42,2.96,6405.36,78,5,58.72
2.57,24.16,28.25,2.33,6399.04,19,5,44.6
88.02,99.2,70.81,4.41,4353.26,91,8,73.14
35.02,73.48,47.75,3.06,3329.02,8,11,55.48
94.35,29.48,97.29,1.52,5232.33,62,3,54.44
6.53,45.85,84.83,1.78,6692.03,37,0,41.65
18.79,36.09,0.99,4.41,3285.71,16,15,54.89
18.17,85.69,45.88,1.38,7832.63,20,0,50.23
43.98,64.72,51.61,1.44,6247.75,52,4,46.38
49.49,26.06,57.74,4.19,4440.12,58,12,61.73
35.48,65.13,88.36,1.51,7206.23,2,13,55.11
63.92,96.49,38.09,4.42,3009.39,81,4,57.47
41.49,59.76,37.61,4.54,7730.23,15,7,65.87
18.86,32.7,98.58,1.0,4744.83,101,3,42.92
26.02,76.36,72.77,0.95,3478.1,29,3,47.25
73.25,70.41,17.29,3.11,3440.52,35,8,57.43
76.39,88.56,52.59,3.49,5210.42,81,1,60.03
33.16,54.5,65.8,2.08,6697.95,52,2,51.61
81.09,60.66,14.83,3.66,7528.94,15,13,60.76
74.48,89.08,71.2,0.07,3341.29,36,14,53.14
56.28,91.79,50.5,1.34,4114.84,24,13,53.66
92.71,4.91,37.17,1.08,7671.98,19,7,54.53
65.88,10.68,74.22,3.44,3142.09,48,1,58.15
97.04,15.91,49.48,0.98,3128.32,29,13,50.72
15.83,62.09,75.06,1.57,4751.92,2,5,49.06
21.2,8.13,65.46,3.15,3716.86,47,2,49.42
79.76,49.34,35.0,0.27,4693.59,46,2,42.68
92.89,92.31,87.79,0.04,5152.98,80,14,55.8
34.26,6.44,58.35,4.38,6900.77,6,3,58.1
62.34,21.69,84.73,1.45,5128.67,37,13,49.59
97.08,67.88,28.01,3.03,6976.49,40,14,66.27
1.41,84.18,5.31,2.41,7296.79,64,6,50.99
39.67,4.24,82.19,2.63,7315.0,29,1,51.35
18.95,25.3,67.6,2.94,5031.83,20,1,48.98
22.34,52.92,16.1,1.59,6224.66,29,5,45.56
39.19,81.33,15.69,0.87,6394.82,62,8,46.93
10.81,71.3,57.05,4.22,7513.78,88,5,59.3
13.78,19.55,7.82,1.73,4677.01,65,1,40.65
77.92,50.89,70.31,0.32,3592.79,7,4,55.48
32.35,48.66,87.41,0.08,6151.92,95,7,39.75
6.67,57.68,37.52,0.78,5219.47,32,11,45.31
38.85,84.5,12.83,2.06,4929.45,89,15,59.59
64.43,50.72,53.14,3.72,3670.08,94,1,62.33
